pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2021-04-01,90.7,-1.96,5.17,"Winkler, Dan",624428,595465,double,hit_into_play,,,,,3,Adam Frazier doubles (1) on a line drive to left fielder Joc Pederson.   Anthony Alford scores.,R,L,R,CHC,PIT,X,7,line_drive,0,2,2021,-0.42,1.18,0.3,3.07,546990,,,2,7,Top,92.5,93.95,,,575929,,,6.572592136151288,-131.94568835384501,-1.8832904876446448,-6.316658404507152,27.814980919480163,-18.139983046313827,3.3,1.5,275,90.1,18,91.1,2320,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.95,0.603,0.5589999999999999,1.25,1,1,1,4,60,3,4-Seam Fastball,2,4,4,2,5,2,5,2,Standard,Strategic,195,-0.078,
SI,2021-04-01,92.7,-1.87,5.25,"Winkler, Dan",624428,595465,,swinging_strike,,,,,4,Adam Frazier doubles (1) on a line drive to left fielder Joc Pederson.   Anthony Alford scores.,R,L,R,CHC,PIT,S,,,0,1,2021,-1.19,1.04,-0.34,2.72,546990,,,2,7,Top,,,,,575929,,,6.5463726224624645,-134.93888952812574,-2.9700796453846228,-15.974146427663612,27.853522414411067,-18.99057562130391,3.3,1.5,,,,93.4,2234,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.95,,,,,,,,60,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,208,0.0,
FF,2021-04-01,91.0,-1.99,5.17,"Winkler, Dan",624428,595465,,called_strike,,,,,14,Adam Frazier doubles (1) on a line drive to left fielder Joc Pederson.   Anthony Alford scores.,R,L,R,CHC,PIT,S,,,0,0,2021,-0.18,1.39,0.89,2.31,546990,,,2,7,Top,,,,,575929,,,7.676897474492093,-132.31737716724206,-4.264658792895369,-3.81776206727969,28.827097446120966,-15.075095712546663,3.12,1.53,,,,91.5,2532,6.7,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.82,,,,,,,,60,1,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shift,Standard,193,0.0,
SI,2021-04-01,91.2,-1.87,5.18,"Winkler, Dan",570481,595465,field_out,hit_into_play,,,,,13,"Erik Gonzalez grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.   Anthony Alford to 3rd.",R,R,R,CHC,PIT,X,6,ground_ball,2,1,2021,-1.6,0.82,-0.84,1.78,,546990,,1,7,Top,114.71,180.42,,,575929,,,6.076095264992879,-132.56211932120254,-4.3927460256177,-20.20486619242812,31.40405135826385,-21.70853996162909,3.49,1.6,19,75.3,-4,91.4,2321,6.7,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.77,0.106,0.095,0.0,1,0,0,2,59,4,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,208,0.02,
SI,2021-04-01,91.6,-1.76,5.19,"Winkler, Dan",570481,595465,,ball,,,,,14,"Erik Gonzalez grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.   Anthony Alford to 3rd.",R,R,R,CHC,PIT,B,,,1,1,2021,-1.55,1.09,0.43,1.45,,546990,,1,7,Top,,,,,575929,,,8.963405514192619,-132.97333596738122,-5.9386059210298185,-20.356523952364245,29.90926191071566,-18.055939589280825,3.61,1.82,,,,92.0,2393,6.8,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.72,,,,,,,,59,3,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,209,0.0,
CU,2021-04-01,80.3,-1.88,5.16,"Winkler, Dan",570481,595465,,ball,,,,,11,"Erik Gonzalez grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.   Anthony Alford to 3rd.",R,R,R,CHC,PIT,B,,,0,1,2021,1.24,-0.02,-0.3,4.07,,,546990,1,7,Top,,,,,575929,,,1.1640249255387478,-116.89197410755312,4.281581733319999,11.191223773651013,21.04015896680579,-33.312345214786106,3.59,1.75,,,,80.6,3026,6.4,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.11,,,,,,,,59,2,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,168,-0.013000000000000001,
SI,2021-04-01,91.3,-1.84,5.23,"Winkler, Dan",570481,595465,,foul,,,,,11,"Erik Gonzalez grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.   Anthony Alford to 3rd.",R,R,R,CHC,PIT,S,,,0,0,2021,-1.5,1.08,-1.57,3.09,,,546990,1,7,Top,,,,,575929,,,3.9408998848345695,-132.91877296256072,-1.8176530085443103,-18.583941493661765,29.992282844211353,-19.230672872366842,3.49,1.6,95,42.2,36,91.5,2497,6.5,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.98,,,,,,,,59,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,198,0.0,
FF,2021-04-01,88.6,-1.87,5.23,"Winkler, Dan",546990,595465,walk,ball,,,,,2,Anthony Alford walks.,R,R,R,CHC,PIT,B,,,3,1,2021,-0.25,1.41,-0.12,3.63,,,,1,7,Top,,,,,575929,,,4.837590732426767,-129.05767075934648,-0.8627804993620293,-3.686966601449428,24.48571352146122,-16.37506624468282,3.54,1.77,,,,89.7,2299,6.7,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.8,,,0.7,1,0,0,,58,5,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,200,-0.016,
FF,2021-04-01,92.0,-1.91,5.34,"Winkler, Dan",546990,595465,,called_strike,,,,,4,Anthony Alford walks.,R,R,R,CHC,PIT,S,,,3,0,2021,-0.64,1.42,-0.28,2.68,,,,1,7,Top,,,,,575929,,,5.560708923831081,-133.86857444306594,-4.032601560451562,-8.931798838310002,28.17731678187561,-14.463488114049774,3.44,1.67,,,,92.7,2301,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.86,,,,,,,,58,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,217,0.0,
FC,2021-04-01,89.7,-2.0,5.11,"Winkler, Dan",546990,595465,,ball,,,,,14,Anthony Alford walks.,R,R,R,CHC,PIT,B,,,2,0,2021,-0.19,1.24,1.04,0.47,,,,1,7,Top,,,,,575929,,,7.952897501952528,-130.21956802650794,-8.126286466588542,-3.8262708319091754,26.5410807276112,-16.554757859454448,3.34,1.55,,,,90.2,2415,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.87,,,,,,,,58,3,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,196,0.0,
SI,2021-04-01,92.3,-1.81,5.22,"Winkler, Dan",546990,595465,,ball,,,,,14,Anthony Alford walks.,R,R,R,CHC,PIT,B,,,1,0,2021,-0.8,1.53,2.71,1.35,,,,1,7,Top,,,,,575929,,,13.327810552509506,-133.54445180366466,-7.265848979845098,-12.731772464449543,33.24664350470311,-12.336999928326593,3.34,1.62,,,,92.2,2524,6.9,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.6,,,,,,,,58,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,216,0.0,
FC,2021-04-01,89.5,-1.89,5.15,"Winkler, Dan",546990,595465,,ball,,,,,14,Anthony Alford walks.,R,R,R,CHC,PIT,B,,,0,0,2021,0.05,1.12,2.54,1.39,,,,1,7,Top,,,,,575929,,,10.86334701006669,-129.93659765672098,-5.65312123738129,-1.624433268004276,26.414134233263315,-18.402272455557878,3.46,1.75,,,,90.0,2457,6.7,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.85,,,,,,,,58,1,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,196,0.0,
CU,2021-04-01,81.1,-1.88,5.02,"Winkler, Dan",607732,595465,strikeout,swinging_strike,,,,,9,Jacob Stallings strikes out swinging.,R,R,R,CHC,PIT,S,2,,0,2,2021,1.0,0.47,0.81,2.23,,,,0,7,Top,,,,,575929,,,4.093696853240633,-118.01506562858893,-0.5005260433005064,8.480534774461423,23.39952087582425,-27.896137516457138,3.58,1.68,,,,81.1,3009,6.4,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.14,,,0.0,1,0,0,,57,3,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,176,0.013999999999999999,
SI,2021-04-01,90.1,-1.92,5.26,"Winkler, Dan",607732,595465,,foul,,,,,2,Jacob Stallings strikes out swinging.,R,R,R,CHC,PIT,S,,,0,1,2021,-1.26,1.13,-0.24,3.05,,,,0,7,Top,,,,,575929,,,6.890681942484923,-131.07038246298356,-1.962595359408072,-15.937845549106646,26.41523189900665,-18.920145575863682,3.58,1.68,207,69.5,53,90.8,2255,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.9,,,,,,,,57,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,202,0.0,
CH,2021-04-01,88.1,-2.05,5.17,"Winkler, Dan",607732,595465,,foul,,,,,9,Jacob Stallings strikes out swinging.,R,R,R,CHC,PIT,S,,,0,0,2021,-0.5,1.25,0.79,2.17,,,,0,7,Top,,,,,575929,,,7.937262137782628,-128.07207073490844,-3.7424338523400063,-7.15317150829841,27.27765371394641,-17.88267690993385,3.58,1.68,204,65.3,38,88.2,2445,6.5,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.05,,,,,,,,57,1,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,193,0.0,
SL,2021-04-01,84.7,1.47,5.95,"Howard, Sam",592626,607572,strikeout,swinging_strike,,,,,13,"Joc Pederson strikes out swinging, catcher Jacob Stallings to first baseman Colin Moran.",R,L,L,CHC,PIT,S,2,,1,2,2021,-0.01,0.72,-1.41,1.7,,,,2,6,Bot,,,,,607732,,,-6.6525416521739205,-123.1821103949347,-4.972082102427637,1.2174480168310158,25.06658689934755,-24.03538437641275,3.41,1.56,,,,84.1,2401,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.52,,,0.0,1,0,0,,56,4,Slider,2,4,2,4,4,2,2,4,Infield shift,Standard,158,-0.013999999999999999,
SL,2021-04-01,85.3,1.36,6.03,"Howard, Sam",592626,607572,,ball,,,,,13,"Joc Pederson strikes out swinging, catcher Jacob Stallings to first baseman Colin Moran.",R,L,L,CHC,PIT,B,,,0,2,2021,-0.02,0.51,-2.21,2.4,,,,2,6,Bot,,,,,607732,,,-8.310721082403175,-124.02668183363531,-3.2486279176909325,1.4238821523694933,24.3591272499353,-26.41392589345255,3.51,1.87,,,,84.8,2434,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.53,,,,,,,,56,3,Slider,2,4,2,4,4,2,2,4,Infield shift,Standard,270,0.0,
SL,2021-04-01,85.4,1.48,5.93,"Howard, Sam",592626,607572,,swinging_strike,,,,,13,"Joc Pederson strikes out swinging, catcher Jacob Stallings to first baseman Colin Moran.",R,L,L,CHC,PIT,S,,,0,1,2021,-0.14,0.65,-0.97,1.94,,,,2,6,Bot,,,,,607732,,,-5.460369981542644,-124.21761902279152,-4.336972878689937,-0.24777923639744634,26.219209086834802,-24.762892932014502,3.41,1.56,,,,84.5,2454,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.63,,,,,,,,56,2,Slider,2,4,2,4,4,2,2,4,Infield shift,Standard,186,0.0,
SL,2021-04-01,84.0,1.58,6.09,"Howard, Sam",592626,607572,,called_strike,,,,,7,"Joc Pederson strikes out swinging, catcher Jacob Stallings to first baseman Colin Moran.",R,L,L,CHC,PIT,S,,,0,0,2021,0.07,0.85,-0.3,1.97,,,,2,6,Bot,,,,,607732,,,-4.440815330069174,-122.2446122247548,-4.750363290741776,1.5998485272464475,25.65988704892211,-22.945526462793087,3.56,1.97,,,,83.2,2308,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.63,,,,,,,,56,1,Slider,2,4,2,4,4,2,2,4,Infield shift,Standard,156,0.0,
FF,2021-04-01,94.3,1.31,6.1,"Howard, Sam",592178,607572,strikeout,swinging_strike,,,,,5,Kris Bryant strikes out swinging.,R,R,L,CHC,PIT,S,2,,2,2,2021,0.92,1.9,-0.22,2.71,,,,1,6,Bot,,,,,607732,,,-5.972532550689722,-136.86792872812512,-7.124981825325606,12.923529719044767,35.61618020328804,-7.024910794133235,3.58,1.68,,,,92.7,2518,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.63,,,0.0,1,0,0,,55,5,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,144,-0.023,
SL,2021-04-01,84.1,1.54,6.15,"Howard, Sam",592178,607572,,foul,,,,,4,Kris Bryant strikes out swinging.,R,R,L,CHC,PIT,S,,,2,1,2021,-0.13,0.52,-0.3,2.85,,,,1,6,Bot,,,,,607732,,,-3.988391975948024,-122.3650861223532,-2.182973186131481,-0.3665676393688713,27.09033652937004,-26.781480896569,3.58,1.68,158,66.1,37,83.1,2246,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.56,,,,,,,,55,4,Slider,2,4,2,4,4,2,2,4,Standard,Standard,174,0.0,
FF,2021-04-01,93.2,1.24,6.14,"Howard, Sam",592178,607572,,ball,,,,,12,Kris Bryant strikes out swinging.,R,R,L,CHC,PIT,B,,,1,1,2021,0.95,1.57,1.38,2.94,,,,1,6,Bot,,,,,607732,,,-1.7084295161796823,-135.60740863208505,-5.856067343724099,12.124531196314358,29.860652328173018,-11.737704945358574,3.36,1.67,,,,92.4,2442,5.8,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.67,,,,,,,,55,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,145,0.0,
FF,2021-04-01,91.8,1.24,6.17,"Howard, Sam",592178,607572,,foul,,,,,3,Kris Bryant strikes out swinging.,R,R,L,CHC,PIT,S,,,1,0,2021,0.88,1.83,0.79,3.11,,,,1,6,Bot,,,,,607732,,,-3.0317762993949726,-133.58683749451038,-5.8140679588898605,11.132142827854654,30.485874431631842,-9.192536401934603,3.58,1.68,223,76.2,25,91.0,2424,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.54,,,,,,,,55,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,151,0.0,
SL,2021-04-01,84.2,1.51,6.01,"Howard, Sam",592178,607572,,ball,,,,,13,Kris Bryant strikes out swinging.,R,R,L,CHC,PIT,B,,,0,0,2021,-0.15,0.53,-1.64,2.25,,,,1,6,Bot,,,,,607732,,,-6.956780259515319,-122.37361151496668,-3.3380312759594224,-0.07643695928789329,25.324828335797076,-26.403158091523,3.41,1.68,,,,83.4,1253,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.53,,,,,,,,55,1,Slider,2,4,2,4,4,2,2,4,Standard,Standard,140,0.0,
FF,2021-04-01,92.6,1.16,6.19,"Howard, Sam",519203,607572,strikeout,called_strike,,,,,4,Anthony Rizzo called out on strikes.,R,L,L,CHC,PIT,S,2,,1,2,2021,0.82,1.7,-0.75,2.87,,,,0,6,Bot,,,,,607732,,,-6.603862857642156,-134.5721815564774,-6.317490730606012,11.41605810457561,29.048339262860424,-10.368304098716676,3.44,1.7,,,,91.9,2422,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.59,,,0.0,1,0,0,,54,4,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,147,-0.035,
FF,2021-04-01,92.4,1.13,6.12,"Howard, Sam",519203,607572,,called_strike,,,,,4,Anthony Rizzo called out on strikes.,R,L,L,CHC,PIT,S,,,1,1,2021,0.88,1.71,-0.43,2.34,,,,0,6,Bot,,,,,607732,,,-5.857887028271418,-134.29802035988357,-7.42542786698595,11.986773830554194,31.457988994071048,-10.05990099504249,3.46,1.72,,,,91.6,2474,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.47,,,,,,,,54,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,141,0.0,
FF,2021-04-01,93.0,1.15,6.16,"Howard, Sam",519203,607572,,ball,,,,,14,Anthony Rizzo called out on strikes.,R,L,L,CHC,PIT,B,,,0,1,2021,1.04,1.62,0.9,2.58,,,,0,6,Bot,,,,,607732,,,-2.913822983781918,-135.21813280293645,-6.841791862263018,13.366161060804105,33.40850077650361,-10.982320898154613,3.59,1.75,,,,91.8,2354,5.9,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.6,,,,,,,,54,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,153,0.0,
FF,2021-04-01,92.1,1.22,6.19,"Howard, Sam",519203,607572,,called_strike,,,,,4,Anthony Rizzo called out on strikes.,R,L,L,CHC,PIT,S,,,0,0,2021,1.02,1.69,-0.78,2.5,,,,0,6,Bot,,,,,607732,,,-7.229474920316276,-133.80153939580094,-7.173970565797057,13.767528663866454,27.638695778899464,-10.47896177049615,3.54,1.75,,,,91.6,2337,6.0,634634,607572,607732,592567,624428,663647,621028,668804,546990,570256,54.54,,,,,,,,54,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,100,0.0,
FF,2021-04-01,92.8,-1.86,5.3,"Winkler, Dan",570256,595465,field_out,hit_into_play,,,,,14,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,X,6,ground_ball,2,2,2021,-0.3,1.52,1.05,2.1,,663647,592567,2,6,Top,132.29,170.59,,,575929,,,8.166311325139404,-134.886157524389,-5.722365512190673,-5.4888322116755335,30.47543668825645,-12.585060884776292,3.58,1.68,32,79.4,-1,93.3,2371,6.7,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.78,0.209,0.19699999999999998,0.0,1,0,0,2,53,6,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shift,Standard,209,0.032,
FF,2021-04-01,90.7,-2.02,5.14,"Winkler, Dan",570256,595465,,foul,,,,,12,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,S,,,2,2,2021,-0.36,1.45,0.93,3.26,,663647,592567,2,6,Top,,,,,575929,,,8.171107486963693,-131.84442654968268,-1.8695027596833724,-5.862027603372384,27.105681469638487,-15.036036375636813,3.58,1.68,152,65.2,66,91.2,2482,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.94,,,,,,,,53,5,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shift,Standard,206,0.0,
FF,2021-04-01,90.0,-2.07,5.14,"Winkler, Dan",570256,595465,,ball,,,,,11,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,B,,,1,2,2021,-0.1,1.17,-0.28,3.87,,663647,592567,2,6,Top,,,,,575929,,,4.667685778880095,-131.13782671601766,0.29780435899253155,-2.0588886876269217,26.656982070564762,-18.87403171987977,3.71,1.85,,,,90.5,2446,6.4,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.06,,,,,,,,53,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shift,Standard,189,0.0,
FC,2021-04-01,89.5,-2.05,5.15,"Winkler, Dan",570256,595465,,foul_tip,,,,,3,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,S,,,1,1,2021,0.02,1.12,0.71,3.31,,663647,592567,2,6,Top,,,,,575929,,,6.7789651303271325,-130.16821473803896,-0.8973959176266455,-1.1545652064659198,27.273018338521467,-19.437859066733342,3.58,1.68,,,,89.7,2425,6.4,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.07,,,,,,,,53,3,Cutter,2,4,4,2,4,2,4,2,Infield shift,Standard,194,0.0,
SI,2021-04-01,93.1,-2.07,5.37,"Winkler, Dan",570256,595465,,ball,,,,,11,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,B,,,0,1,2021,-0.92,1.68,-2.05,3.85,,663647,592567,2,6,Top,,,,,575929,,,2.062975906855879,-135.4297996481885,-1.750412415192838,-11.67627727934084,34.38357006315793,-11.501130988922254,3.76,1.8,,,,92.9,3018,6.5,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.96,,,,,,,,53,2,Sinker,2,4,4,2,4,2,4,2,Infield shift,Standard,214,0.0,
SI,2021-04-01,92.5,-2.06,5.24,"Winkler, Dan",570256,595465,,called_strike,,,,,13,"Gregory Polanco grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,L,R,CHC,PIT,S,,,0,0,2021,-1.72,1.07,-0.34,1.67,,663647,592567,2,6,Top,,,,,575929,,,8.158163646285141,-134.37741738680901,-5.6094192761354185,-22.5804215561843,30.84708714178232,-18.187648902313864,3.78,1.95,,,,92.7,2259,6.6,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.87,,,,,,,,53,1,Sinker,2,4,4,2,4,2,4,2,Infield shift,Standard,211,0.0,
FC,2021-04-01,89.0,-2.02,5.17,"Winkler, Dan",621028,595465,field_out,hit_into_play,,,,,5,Kevin Newman flies out to right fielder Jason Heyward.,R,R,R,CHC,PIT,X,9,fly_ball,1,1,2021,0.04,1.31,-0.05,2.78,,663647,592567,1,6,Top,155.63,103.96,,,575929,,,4.769239984094419,-129.69403069128262,-2.6784217226726583,-0.4005745430273057,23.820194669628158,-16.913794955497973,3.37,1.53,249,89.6,45,89.8,2380,6.4,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.06,0.003,0.003,0.0,1,0,0,3,52,3,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,190,0.03,
SI,2021-04-01,91.6,-2.05,5.2,"Winkler, Dan",621028,595465,,ball,,,,,13,Kevin Newman flies out to right fielder Jason Heyward.,R,R,R,CHC,PIT,B,,,0,1,2021,-1.32,1.02,-0.38,1.22,,663647,592567,1,6,Top,,,,,575929,,,7.100753953312642,-133.19494161882196,-6.451079978336577,-17.172671346312598,26.02175632680371,-18.793773942664476,3.17,1.48,,,,92.2,2272,6.5,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,54.01,,,,,,,,52,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,201,0.0,
FC,2021-04-01,88.0,-1.95,5.25,"Winkler, Dan",621028,595465,,called_strike,,,,,11,Kevin Newman flies out to right fielder Jason Heyward.,R,R,R,CHC,PIT,S,,,0,0,2021,-0.04,1.25,-0.15,3.41,,663647,592567,1,6,Top,,,,,575929,,,4.459178018750388,-128.1448515991764,-1.0162582729033618,-1.3185647119845776,24.029280610288662,-18.32838093627763,3.19,1.57,,,,88.7,2384,6.5,634634,595465,575929,519203,519299,592178,595879,592626,664023,518792,53.99,,,,,,,,52,1,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,195,0.0,
CH,2021-04-01,86.6,-2.0,5.86,"Adam, Jason",592567,592094,walk,ball,,,,,14,Colin Moran walks.,R,L,R,CHC,PIT,B,,,3,2,2021,-1.4,0.23,0.95,1.02,,663647,,1,6,Top,,,,,575929,,,9.940632997457634,-125.59169376473349,-5.787398977888416,-16.856146552134927,25.49626573536619,-28.7068334756047,3.55,1.77,,,,86.9,1417,6.7,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.81,,,0.7,1,0,0,,51,6,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,232,-0.01,
CH,2021-04-01,87.6,-1.95,5.85,"Adam, Jason",592567,592094,,ball,,,,,14,Colin Moran walks.,R,L,R,CHC,PIT,B,,,2,2,2021,-1.6,0.36,0.9,1.17,,663647,,1,6,Top,,,,,575929,,,10.244494155933369,-127.10987069387936,-5.895703292256589,-19.475045695190538,27.072977998302626,-27.15358462384365,3.51,1.72,,,,87.9,2987,6.7,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.78,,,,,,,,51,5,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,287,0.0,
CH,2021-04-01,87.7,-1.94,5.97,"Adam, Jason",592567,592094,,blocked_ball,,,,,13,Colin Moran walks.,R,L,R,CHC,PIT,B,,,1,2,2021,-1.66,0.09,-0.13,0.3,,663647,,1,6,Top,,,,,575929,,,7.8541612268084275,-127.30388643386601,-7.779787012423244,-19.696849641030127,26.417344307920928,-29.706354217243533,3.51,1.77,,,,88.0,1661,6.6,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.87,,,,,,,,51,4,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,234,0.0,
FF,2021-04-01,91.3,-2.04,5.68,"Adam, Jason",592567,592094,,foul,,,,,2,Colin Moran walks.,R,L,R,CHC,PIT,S,,,1,1,2021,-0.57,1.48,0.23,3.39,,663647,,1,6,Top,,,,,575929,,,7.0103676521076785,-132.8011225444383,-3.089198181788872,-8.255688518462456,27.796148530023345,-14.204804031260311,3.55,1.63,276,89.3,48,92.1,2389,6.8,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.74,,,,,,,,51,3,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,217,0.0,
CH,2021-04-01,87.5,-1.91,5.91,"Adam, Jason",592567,592094,,ball,,,,,13,Colin Moran walks.,R,L,R,CHC,PIT,B,,,0,1,2021,-1.41,0.33,-0.2,1.01,,663647,,1,6,Top,,,,,575929,,,7.094473361575723,-127.28028214209243,-6.4632592041202,-16.759530823970636,23.623527336085118,-27.52488924302741,3.55,1.77,,,,88.5,1673,6.7,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.76,,,,,,,,51,2,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,237,0.0,
FF,2021-04-01,91.8,-2.14,5.7,"Adam, Jason",592567,592094,,called_strike,,,,,4,Colin Moran walks.,R,L,R,CHC,PIT,S,,,0,0,2021,-0.77,1.45,-0.38,2.48,,663647,,1,6,Top,,,,,575929,,,6.13508948688221,-133.63410780452335,-5.587510290312794,-10.366457231407695,22.832995659583936,-13.667800074992726,3.55,1.72,,,,93.2,2588,6.6,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.86,,,,,,,,51,1,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,219,0.0,
CH,2021-04-01,84.4,-1.96,5.92,"Adam, Jason",668804,592094,field_out,hit_into_play,,,,,13,"Bryan Reynolds grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.   Ke'Bryan Hayes to 2nd.",R,L,R,CHC,PIT,X,5,ground_ball,3,2,2021,-1.37,0.08,-0.75,0.92,,,663647,0,6,Top,145.11,144.58,,,575929,,,5.571148953869544,-122.78974275026256,-5.463620374684835,-14.919042642813721,23.890120424881488,-30.48381664924293,3.49,1.6,5,54.5,-10,84.8,1475,6.5,634634,592094,575929,519203,519299,592178,595879,592626,664023,518792,53.98,0.08900000000000001,0.084,0.0,1,0,0,1,50,6,Changeup,2,4,4,2,4,2,4,2,Infield shift,Standard,233,0.009000000000000001,
